case_id,case_display_name,family,model_id,model_display_name,mode,stem,energy_ratio,reconstruction_error,expected_absent,expected_uncertain,expected_present
xiaohetang_author,xiaohetang_author,pop,openunmix_umxhq_4stem,Open-Unmix umxhq 4-stem,4stems,drums,0.056917317162263635,0.10901875744440241,False,False,True
xiaohetang_author,xiaohetang_author,pop,openunmix_umxhq_4stem,Open-Unmix umxhq 4-stem,4stems,other,0.046153425339862705,0.10901875744440241,False,False,False
xiaohetang_author,xiaohetang_author,pop,openunmix_umxhq_4stem,Open-Unmix umxhq 4-stem,4stems,vocals,0.1259717383028987,0.10901875744440241,False,False,True
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_ft_4stem,Demucs htdemucs_ft 4-stem,4stems,bass,1.0540086411229753e-06,0.007195419125136836,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_ft_4stem,Demucs htdemucs_ft 4-stem,4stems,drums,2.192454083283277e-06,0.007195419125136836,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_ft_4stem,Demucs htdemucs_ft 4-stem,4stems,other,1.0005059401979834,0.007195419125136836,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_ft_4stem,Demucs htdemucs_ft 4-stem,4stems,vocals,1.281259025065759e-06,0.007195419125136836,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_ft_2stem,Demucs htdemucs_ft 2-stem,2stems,accompaniment,1.0005859928357164,0.006421468879343491,False,False,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_ft_2stem,Demucs htdemucs_ft 2-stem,2stems,vocals,1.4857787466341403e-06,0.006421468879343491,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_6stem,Demucs htdemucs_6s 6-stem,6stems,bass,2.061662002533514e-06,0.07635565749046161,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_6stem,Demucs htdemucs_6s 6-stem,6stems,drums,1.6868647238487274e-06,0.07635565749046161,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_6stem,Demucs htdemucs_6s 6-stem,6stems,guitar,1.6298072602592932e-06,0.07635565749046161,True,False,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_6stem,Demucs htdemucs_6s 6-stem,6stems,other,0.9727466336038525,0.07635565749046161,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_6stem,Demucs htdemucs_6s 6-stem,6stems,piano,0.001449123067342617,0.07635565749046161,True,False,False
